r[m]	temperatures[K]	pressures[Pa]	rhos[kg/m^3]	kappas[m^2/kg]	gamma1s[idklol]	nablaads[K/m?]
4.570920038e+08	2.692231854e+06	1.100071640e+13	3.021755399e+02	1.502623766e+00	1.664749384e+00	3.965079486e-01
4.563893690e+08	2.700141799e+06	1.113125000e+13	3.048877163e+02	1.494275304e+00	1.664755583e+00	3.965114951e-01
4.556859275e+08	2.708042576e+06	1.126347733e+13	3.076305314e+02	1.486035048e+00	1.664761066e+00	3.965149820e-01
4.549817062e+08	2.715934719e+06	1.139741745e+13	3.104042870e+02	1.477903839e+00	1.664767504e+00	3.965185583e-01
4.542767317e+08	2.723818769e+06	1.153309021e+13	3.132092226e+02	1.469881513e+00	1.664773941e+00	3.965220153e-01
4.535710296e+08	2.731695270e+06	1.167051697e+13	3.160455696e+02	1.461967331e+00	1.664780855e+00	3.965256810e-01
4.528646253e+08	2.739564756e+06	1.180971527e+13	3.189135544e+02	1.454160153e+00	1.664788246e+00	3.965293169e-01
4.521575433e+08	2.747427764e+06	1.195071106e+13	3.218135083e+02	1.446458843e+00	1.664795637e+00	3.965329528e-01
4.514498078e+08	2.755284826e+06	1.209352493e+13	3.247457329e+02	1.438862121e+00	1.664803267e+00	3.965366483e-01
4.507414420e+08	2.763136472e+06	1.223817825e+13	3.277105694e+02	1.431368992e+00	1.664811850e+00	3.965403736e-01
4.500324688e+08	2.770983231e+06	1.238469238e+13	3.307081741e+02	1.423978282e+00	1.664820194e+00	3.965442479e-01
4.493229103e+08	2.778825630e+06	1.253309250e+13	3.337390058e+02	1.416689724e+00	1.664829254e+00	3.965481818e-01
4.486127893e+08	2.786664187e+06	1.268339996e+13	3.368032525e+02	1.409502960e+00	1.664838552e+00	3.965522051e-01
4.479021292e+08	2.794499412e+06	1.283563690e+13	3.399013431e+02	1.402418839e+00	1.664848328e+00	3.965561390e-01
4.471909499e+08	2.802331807e+06	1.298982239e+13	3.430334328e+02	1.395421175e+00	1.664857984e+00	3.965602219e-01
4.464792673e+08	2.810161759e+06	1.314599152e+13	3.462000806e+02	1.388468413e+00	1.664868355e+00	3.965643644e-01
4.457670958e+08	2.817989545e+06	1.330415955e+13	3.494014579e+02	1.381560676e+00	1.664878845e+00	3.965684175e-01
4.450544499e+08	2.825815456e+06	1.346436157e+13	3.526381624e+02	1.374701510e+00	1.664889812e+00	3.965725601e-01
4.443413444e+08	2.833639792e+06	1.362661743e+13	3.559104222e+02	1.367893548e+00	1.664900780e+00	3.965767622e-01
4.436277938e+08	2.841462866e+06	1.379095306e+13	3.592186614e+02	1.361139277e+00	1.664911985e+00	3.965809047e-01
4.429138125e+08	2.849285004e+06	1.395740051e+13	3.625632140e+02	1.354440634e+00	1.664923668e+00	3.965852261e-01
4.421994151e+08	2.857106537e+06	1.412598267e+13	3.659444721e+02	1.347799256e+00	1.664935112e+00	3.965894878e-01
4.414846160e+08	2.864927806e+06	1.429672394e+13	3.693628873e+02	1.341216419e+00	1.664946437e+00	3.965936899e-01
4.407694296e+08	2.872749157e+06	1.446965942e+13	3.728189278e+02	1.334693240e+00	1.664958239e+00	3.965978920e-01
4.400538700e+08	2.880570941e+06	1.464481201e+13	3.763128235e+02	1.328230131e+00	1.664970160e+00	3.966021836e-01
4.393379512e+08	2.888393512e+06	1.482221222e+13	3.798450707e+02	1.321827759e+00	1.664981961e+00	3.966063857e-01
4.386216870e+08	2.896217227e+06	1.500188599e+13	3.834159649e+02	1.315486254e+00	1.664994240e+00	3.966106176e-01
4.379050910e+08	2.904042444e+06	1.518386383e+13	3.870260349e+02	1.309205966e+00	1.665005922e+00	3.966147304e-01
4.371881766e+08	2.911869523e+06	1.536817474e+13	3.906755824e+02	1.302986867e+00	1.665018082e+00	3.966189325e-01
4.364709570e+08	2.919698827e+06	1.555485229e+13	3.943651177e+02	1.296829175e+00	1.665029883e+00	3.966231346e-01
4.357534453e+08	2.927530718e+06	1.574392242e+13	3.980950261e+02	1.290732787e+00	1.665041804e+00	3.966271877e-01
4.350356545e+08	2.935365559e+06	1.593541870e+13	4.018657637e+02	1.284697807e+00	1.665053368e+00	3.966312706e-01
4.343175971e+08	2.943203716e+06	1.612936707e+13	4.056775299e+02	1.278723936e+00	1.665065527e+00	3.966353238e-01
4.335992856e+08	2.951045553e+06	1.632580719e+13	4.095310020e+02	1.272811663e+00	1.665076733e+00	3.966393769e-01
4.328807325e+08	2.958891438e+06	1.652476654e+13	4.134265578e+02	1.266961157e+00	1.665088654e+00	3.966433108e-01
4.321619500e+08	2.966741743e+06	1.672627716e+13	4.173646524e+02	1.261172900e+00	1.665100098e+00	3.966473043e-01
4.314429501e+08	2.974596845e+06	1.693037109e+13	4.213455280e+02	1.255447335e+00	1.665111542e+00	3.966512382e-01
4.307237447e+08	2.982457121e+06	1.713708191e+13	4.253698093e+02	1.249785714e+00	1.665123224e+00	3.966551423e-01
4.300043460e+08	2.990322961e+06	1.734644928e+13	4.294378582e+02	1.244189209e+00	1.665134311e+00	3.966590464e-01
4.292847662e+08	2.998194758e+06	1.755849152e+13	4.335501260e+02	1.238659638e+00	1.665145874e+00	3.966628015e-01
4.285650172e+08	3.006072894e+06	1.777326202e+13	4.377069576e+02	1.233191033e+00	1.665156841e+00	3.966666758e-01
4.278451096e+08	3.013957696e+06	1.799078064e+13	4.419090869e+02	1.227765686e+00	1.665168047e+00	3.966703713e-01
4.271250528e+08	3.021849432e+06	1.821109314e+13	4.461566775e+02	1.222380786e+00	1.665179372e+00	3.966741562e-01
4.264048558e+08	3.029748365e+06	1.843423157e+13	4.504505726e+02	1.217035219e+00	1.665190697e+00	3.966779113e-01
4.256845276e+08	3.037654747e+06	1.866023254e+13	4.547910960e+02	1.211727442e+00	1.665201545e+00	3.966814280e-01
4.249640769e+08	3.045568826e+06	1.888913727e+13	4.591786473e+02	1.206456084e+00	1.665212512e+00	3.966850340e-01
4.242435117e+08	3.053490841e+06	1.912097778e+13	4.636137343e+02	1.201219930e+00	1.665224075e+00	3.966886997e-01
4.235228405e+08	3.061421027e+06	1.935579834e+13	4.680971521e+02	1.196018245e+00	1.665234804e+00	3.966921270e-01
4.228020714e+08	3.069359610e+06	1.959363251e+13	4.726289421e+02	1.190849480e+00	1.665246606e+00	3.966957331e-01
4.220812119e+08	3.077306814e+06	1.983452301e+13	4.772099893e+02	1.185713123e+00	1.665258050e+00	3.966991305e-01
4.213602700e+08	3.085262856e+06	2.007851257e+13	4.818407097e+02	1.180608190e+00	1.665269136e+00	3.967025578e-01
4.206392531e+08	3.093227950e+06	2.032563782e+13	4.865216443e+02	1.175533884e+00	1.665280581e+00	3.967059255e-01
4.199181686e+08	3.101202305e+06	2.057594452e+13	4.912533431e+02	1.170489463e+00	1.665292025e+00	3.967093229e-01
4.191970240e+08	3.109186124e+06	2.082946777e+13	4.960363335e+02	1.165474231e+00	1.665303230e+00	3.967125118e-01
4.184758263e+08	3.117179607e+06	2.108625641e+13	5.008710757e+02	1.160487398e+00	1.665315151e+00	3.967158496e-01
4.177545825e+08	3.125182952e+06	2.134635315e+13	5.057582674e+02	1.155528515e+00	1.665326595e+00	3.967191279e-01
4.170332997e+08	3.133196350e+06	2.160979614e+13	5.106984099e+02	1.150596981e+00	1.665338039e+00	3.967222869e-01
4.163119847e+08	3.141219993e+06	2.187663116e+13	5.156921128e+02	1.145692298e+00	1.665349841e+00	3.967254460e-01
4.155906443e+08	3.149254066e+06	2.214691010e+13	5.207400262e+02	1.140814030e+00	1.665361404e+00	3.967286646e-01
4.148692853e+08	3.157298753e+06	2.242067261e+13	5.258425376e+02	1.135961495e+00	1.665373206e+00	3.967318237e-01
4.141479141e+08	3.165354234e+06	2.269795990e+13	5.310003563e+02	1.131134395e+00	1.665384650e+00	3.967348635e-01
4.134265373e+08	3.173420688e+06	2.297882538e+13	5.362140707e+02	1.126332331e+00	1.665396452e+00	3.967379332e-01
4.127051614e+08	3.181498288e+06	2.326331635e+13	5.414843008e+02	1.121554897e+00	1.665407777e+00	3.967409730e-01
4.119837929e+08	3.189587208e+06	2.355148010e+13	5.468116374e+02	1.116801687e+00	1.665419459e+00	3.967440724e-01
4.112624381e+08	3.197687617e+06	2.384336548e+13	5.521968023e+02	1.112072457e+00	1.665431499e+00	3.967470527e-01
4.105411032e+08	3.205799682e+06	2.413901215e+13	5.576400962e+02	1.107366588e+00	1.665442705e+00	3.967500031e-01
4.098197947e+08	3.213923569e+06	2.443849182e+13	5.631426914e+02	1.102684233e+00	1.665454149e+00	3.967528641e-01
4.090985188e+08	3.222059438e+06	2.474183044e+13	5.687046186e+02	1.098024547e+00	1.665466070e+00	3.967559040e-01
4.083772817e+08	3.230207447e+06	2.504909821e+13	5.743267582e+02	1.093387439e+00	1.665477157e+00	3.967590332e-01
4.076560894e+08	3.238367752e+06	2.536032867e+13	5.800094171e+02	1.088772367e+00	1.665488958e+00	3.967621624e-01
4.069349478e+08	3.246540504e+06	2.567559204e+13	5.857537036e+02	1.084179455e+00	1.665499926e+00	3.967653513e-01
4.062138629e+08	3.254725859e+06	2.599493103e+13	5.915597103e+02	1.079608008e+00	1.665511370e+00	3.967685997e-01
4.054928404e+08	3.262923964e+06	2.631840210e+13	5.974288181e+02	1.075058443e+00	1.665522814e+00	3.967719376e-01
4.047718867e+08	3.271134968e+06	2.664606018e+13	6.033610057e+02	1.070530059e+00	1.665533543e+00	3.967752457e-01
4.040510073e+08	3.279359018e+06	2.697796326e+13	6.093574036e+02	1.066023015e+00	1.665544748e+00	3.967787623e-01
4.033302082e+08	3.287596258e+06	2.731416016e+13	6.154183748e+02	1.061536937e+00	1.665555835e+00	3.967822790e-01
4.026094954e+08	3.295846832e+06	2.765471191e+13	6.215448871e+02	1.057071919e+00	1.665566564e+00	3.967858255e-01
4.018888746e+08	3.304110883e+06	2.799967346e+13	6.277374568e+02	1.052627795e+00	1.665577173e+00	3.967894018e-01
4.011683516e+08	3.312388552e+06	2.834910889e+13	6.339966373e+02	1.048204406e+00	1.665588021e+00	3.967931569e-01
4.004479323e+08	3.320679980e+06	2.870306702e+13	6.403235331e+02	1.043801975e+00	1.665598392e+00	3.967969120e-01
3.997276225e+08	3.328985308e+06	2.906161804e+13	6.467186283e+02	1.039420368e+00	1.665608644e+00	3.968006968e-01
3.990074282e+08	3.337304674e+06	2.942481689e+13	6.531824890e+02	1.035059496e+00	1.665618658e+00	3.968045712e-01
3.982873551e+08	3.345638219e+06	2.979272461e+13	6.597161888e+02	1.030719607e+00	1.665628672e+00	3.968085051e-01
3.975674093e+08	3.353986081e+06	3.016540222e+13	6.663203938e+02	1.026400789e+00	1.665637851e+00	3.968124092e-01
3.968475966e+08	3.362348401e+06	3.054291687e+13	6.729955626e+02	1.022102939e+00	1.665647507e+00	3.968164325e-01
3.961279231e+08	3.370725319e+06	3.092532654e+13	6.797428096e+02	1.017826413e+00	1.665656686e+00	3.968203962e-01
3.954083947e+08	3.379116975e+06	3.131269531e+13	6.865625354e+02	1.013571197e+00	1.665666103e+00	3.968245983e-01
3.946890173e+08	3.387523510e+06	3.170509033e+13	6.934559604e+02	1.009337797e+00	1.665674925e+00	3.968286216e-01
3.939697973e+08	3.395945067e+06	3.210257874e+13	7.004233793e+02	1.005126127e+00	1.665683746e+00	3.968328238e-01
3.932507405e+08	3.404381790e+06	3.250522156e+13	7.074656496e+02	1.000936540e+00	1.665692091e+00	3.968370855e-01
3.925318531e+08	3.412833825e+06	3.291309814e+13	7.145839806e+02	9.967696780e-01	1.665700793e+00	3.968412876e-01
3.918131414e+08	3.421301319e+06	3.332625427e+13	7.217784898e+02	9.926255534e-01	1.665708780e+00	3.968454897e-01
3.910946117e+08	3.429784423e+06	3.374478149e+13	7.290506769e+02	9.885050867e-01	1.665716648e+00	3.968497813e-01
3.903762705e+08	3.438283293e+06	3.416873779e+13	7.364008598e+02	9.844085758e-01	1.665724754e+00	3.968541324e-01
3.896581239e+08	3.446798093e+06	3.459819641e+13	7.438300131e+02	9.803367428e-01	1.665732622e+00	3.968584538e-01
3.889401771e+08	3.455328966e+06	3.503322754e+13	7.513388281e+02	9.762823967e-01	1.665739894e+00	3.968628049e-01
3.882224354e+08	3.463876006e+06	3.547390747e+13	7.589284715e+02	9.722409771e-01	1.665747285e+00	3.968671560e-01
3.875049042e+08	3.472439288e+06	3.592030334e+13	7.665994458e+02	9.682130902e-01	1.665754557e+00	3.968714774e-01
3.867875891e+08	3.481018891e+06	3.637250061e+13	7.743528801e+02	9.641996862e-01	1.665761948e+00	3.968758583e-01
3.860704953e+08	3.489614902e+06	3.683056030e+13	7.821893346e+02	9.602012911e-01	1.665768862e+00	3.968802691e-01
3.853536285e+08	3.498227409e+06	3.729457092e+13	7.901098639e+02	9.562185736e-01	1.665775776e+00	3.968846202e-01
3.846369942e+08	3.506856505e+06	3.776460571e+13	7.981153746e+02	9.522520457e-01	1.665783405e+00	3.968889713e-01
3.839205983e+08	3.515502287e+06	3.824073792e+13	8.062069285e+02	9.483022363e-01	1.665790558e+00	3.968933523e-01
3.832044466e+08	3.524164854e+06	3.872305908e+13	8.143852902e+02	9.443694733e-01	1.665797830e+00	3.968976736e-01
3.824885449e+08	3.532844310e+06	3.921163025e+13	8.226514203e+02	9.404540728e-01	1.665805221e+00	3.969019949e-01
3.817728990e+08	3.541540759e+06	3.970653992e+13	8.310060370e+02	9.365562002e-01	1.665812492e+00	3.969061971e-01
3.810575148e+08	3.550254305e+06	4.020788879e+13	8.394504704e+02	9.326762699e-01	1.665819883e+00	3.969105184e-01
3.803423982e+08	3.558985057e+06	4.071573486e+13	8.479853575e+02	9.288143182e-01	1.665827751e+00	3.969146907e-01
3.796275551e+08	3.567733122e+06	4.123016357e+13	8.566117984e+02	9.249705466e-01	1.665835738e+00	3.969188035e-01
3.789129915e+08	3.576498611e+06	4.175127869e+13	8.653305751e+02	9.211449936e-01	1.665844202e+00	3.969230056e-01
3.781987132e+08	3.585281633e+06	4.227915039e+13	8.741427324e+02	9.173377847e-01	1.665852547e+00	3.969270885e-01
3.774847261e+08	3.594082300e+06	4.281387329e+13	8.830492495e+02	9.135489637e-01	1.665861368e+00	3.969309926e-01
3.767710361e+08	3.602900720e+06	4.335552673e+13	8.920511763e+02	9.097785789e-01	1.665870667e+00	3.969348967e-01
3.760576492e+08	3.611737007e+06	4.390420532e+13	9.011494298e+02	9.060266473e-01	1.665879965e+00	3.969387114e-01
3.753445712e+08	3.620591271e+06	4.445999756e+13	9.103449025e+02	9.022931152e-01	1.665889502e+00	3.969424963e-01
3.746318079e+08	3.629463625e+06	4.502299805e+13	9.196388660e+02	8.985780585e-01	1.665899396e+00	3.969461024e-01
3.739193651e+08	3.638354180e+06	4.559329529e+13	9.290320053e+02	8.948813264e-01	1.665910006e+00	3.969497085e-01
3.732072485e+08	3.647263046e+06	4.617098389e+13	9.385255310e+02	8.912029320e-01	1.665920615e+00	3.969531357e-01
3.724954641e+08	3.656190336e+06	4.675615234e+13	9.481206658e+02	8.875428958e-01	1.665931463e+00	3.969563544e-01
3.717840174e+08	3.665136162e+06	4.734891052e+13	9.578179494e+02	8.839009598e-01	1.665942907e+00	3.969595432e-01
3.710729142e+08	3.674100634e+06	4.794934692e+13	9.676192105e+02	8.802773599e-01	1.665954351e+00	3.969624937e-01
3.703621600e+08	3.683083865e+06	4.855754700e+13	9.775248034e+02	8.766717469e-01	1.665966034e+00	3.969653249e-01
3.696517604e+08	3.692085965e+06	4.917362671e+13	9.875360218e+02	8.730840976e-01	1.665978074e+00	3.969679773e-01
3.689417210e+08	3.701107046e+06	4.979769287e+13	9.976543690e+02	8.695144965e-01	1.665990114e+00	3.969703317e-01
3.682320473e+08	3.710147216e+06	5.042981873e+13	1.007879969e+03	8.659625038e-01	1.666002989e+00	3.969727457e-01
3.675227445e+08	3.719206585e+06	5.107012939e+13	1.018214635e+03	8.624282569e-01	1.666015387e+00	3.969749510e-01
3.668138180e+08	3.728285260e+06	5.171873779e+13	1.028658831e+03	8.589114034e-01	1.666027904e+00	3.969772756e-01
3.661052726e+08	3.737383348e+06	5.237571411e+13	1.039213759e+03	8.554118797e-01	1.666041136e+00	3.969795108e-01
3.653971137e+08	3.746500956e+06	5.304119873e+13	1.049880875e+03	8.519297135e-01	1.666054010e+00	3.969816566e-01
3.646893459e+08	3.755638193e+06	5.371527710e+13	1.060660875e+03	8.484646270e-01	1.666067123e+00	3.969838321e-01
3.639819743e+08	3.764795164e+06	5.439807129e+13	1.071555042e+03	8.450165896e-01	1.666080236e+00	3.969859779e-01
3.632750036e+08	3.773971977e+06	5.508970337e+13	1.082564551e+03	8.415854818e-01	1.666093826e+00	3.969880044e-01
3.625684383e+08	3.783168737e+06	5.579024048e+13	1.093690506e+03	8.381711889e-01	1.666106939e+00	3.969901502e-01
3.618622829e+08	3.792385554e+06	5.649984131e+13	1.104933821e+03	8.347735559e-01	1.666121006e+00	3.969923258e-01
3.611565419e+08	3.801622535e+06	5.721860962e+13	1.116296398e+03	8.313926454e-01	1.666134000e+00	3.969942629e-01
3.604512197e+08	3.810879786e+06	5.794664307e+13	1.127778787e+03	8.280281813e-01	1.666147470e+00	3.969963789e-01
3.597463204e+08	3.820157419e+06	5.868409424e+13	1.139382569e+03	8.246801763e-01	1.666160941e+00	3.969983160e-01
3.590418482e+08	3.829455539e+06	5.943103638e+13	1.151108558e+03	8.213484015e-01	1.666174173e+00	3.970003128e-01
3.583378072e+08	3.838774257e+06	6.018763428e+13	1.162958453e+03	8.180328857e-01	1.666187167e+00	3.970022500e-01
3.576342012e+08	3.848113680e+06	6.095398560e+13	1.174933150e+03	8.147334303e-01	1.666200638e+00	3.970041573e-01
3.569310338e+08	3.857473918e+06	6.173020630e+13	1.187033541e+03	8.114498190e-01	1.666213512e+00	3.970062137e-01
3.562283086e+08	3.866855083e+06	6.251644897e+13	1.199261855e+03	8.081822288e-01	1.666226625e+00	3.970080614e-01
3.555260294e+08	3.876257283e+06	6.331281738e+13	1.211618547e+03	8.049303411e-01	1.666239500e+00	3.970100284e-01
3.548241993e+08	3.885680633e+06	6.411945190e+13	1.224105334e+03	8.016941420e-01	1.666251540e+00	3.970118165e-01
3.541228217e+08	3.895125243e+06	6.493648071e+13	1.236723455e+03	7.984735469e-01	1.666264176e+00	3.970136642e-01
3.534218997e+08	3.904591228e+06	6.576403809e+13	1.249474251e+03	7.952684519e-01	1.666275978e+00	3.970154226e-01
3.527214363e+08	3.914078702e+06	6.660224609e+13	1.262358543e+03	7.920786344e-01	1.666288137e+00	3.970173299e-01
3.520214342e+08	3.923587779e+06	6.745122681e+13	1.275378399e+03	7.889042091e-01	1.666299105e+00	3.970190287e-01
3.513218964e+08	3.933118578e+06	6.831118774e+13	1.288535263e+03	7.857450984e-01	1.666311026e+00	3.970208764e-01
3.506228253e+08	3.942671215e+06	6.918219604e+13	1.301829507e+03	7.826009834e-01	1.666321754e+00	3.970226347e-01
3.499242234e+08	3.952245808e+06	7.006441040e+13	1.315263358e+03	7.794719898e-01	1.666332483e+00	3.970243633e-01
3.492260931e+08	3.961842479e+06	7.095797729e+13	1.328838132e+03	7.763580542e-01	1.666342974e+00	3.970260620e-01
3.485284365e+08	3.971461348e+06	7.186304932e+13	1.342554767e+03	7.732590101e-01	1.666352987e+00	3.970277607e-01
3.478312557e+08	3.981102539e+06	7.277976074e+13	1.356415505e+03	7.701750609e-01	1.666363239e+00	3.970294893e-01
3.471345527e+08	3.990766181e+06	7.370825806e+13	1.370420918e+03	7.671060802e-01	1.666372299e+00	3.970310986e-01
3.464383293e+08	4.000452400e+06	7.464870605e+13	1.384572815e+03	7.640521784e-01	1.666381598e+00	3.970327377e-01
3.457425869e+08	4.010161313e+06	7.560123291e+13	1.398873171e+03	7.610102661e-01	1.666390181e+00	3.970343173e-01
3.450473266e+08	4.019893007e+06	7.656603394e+13	1.413322897e+03	7.579776042e-01	1.666399717e+00	3.970360160e-01
3.443525491e+08	4.029647555e+06	7.754323730e+13	1.427924436e+03	7.549545006e-01	1.666408300e+00	3.970375657e-01
3.436582552e+08	4.039425036e+06	7.853298340e+13	1.442678459e+03	7.519409513e-01	1.666416645e+00	3.970390558e-01
3.429644453e+08	4.049225533e+06	7.953549194e+13	1.457586999e+03	7.489371926e-01	1.666424990e+00	3.970404565e-01
3.422711200e+08	4.059049129e+06	8.055087891e+13	1.472651721e+03	7.459433631e-01	1.666433334e+00	3.970418870e-01
3.415782795e+08	4.068895915e+06	8.157932739e+13	1.487873898e+03	7.429595443e-01	1.666441441e+00	3.970431983e-01
3.408859240e+08	4.078765984e+06	8.262097778e+13	1.503255386e+03	7.399859372e-01	1.666449785e+00	3.970444798e-01
3.401940537e+08	4.088659431e+06	8.367604980e+13	1.518798084e+03	7.370227138e-01	1.666458130e+00	3.970457613e-01
3.395026688e+08	4.098576356e+06	8.474468994e+13	1.534503286e+03	7.340699550e-01	1.666465998e+00	3.970469534e-01
3.388117693e+08	4.108516865e+06	8.582707520e+13	1.550373328e+03	7.311279504e-01	1.666474104e+00	3.970480859e-01
3.381213550e+08	4.118481065e+06	8.692337646e+13	1.566408952e+03	7.281966918e-01	1.666481972e+00	3.970492184e-01
3.374314259e+08	4.128469067e+06	8.803378296e+13	1.582612723e+03	7.252765415e-01	1.666490555e+00	3.970502317e-01
3.367419818e+08	4.138480988e+06	8.915847168e+13	1.598985961e+03	7.223676297e-01	1.666498661e+00	3.970512152e-01
3.360530224e+08	4.148516950e+06	9.029763794e+13	1.615530849e+03	7.194702838e-01	1.666506529e+00	3.970521092e-01
3.353645474e+08	4.158577079e+06	9.145145874e+13	1.632248612e+03	7.165846941e-01	1.666515470e+00	3.970530927e-01
3.346765566e+08	4.168661508e+06	9.262011719e+13	1.649141814e+03	7.137113019e-01	1.666523695e+00	3.970538974e-01
3.339890494e+08	4.178770377e+06	9.380383301e+13	1.666211356e+03	7.108503260e-01	1.666532516e+00	3.970547616e-01
3.333020254e+08	4.188903831e+06	9.500277100e+13	1.683460144e+03	7.080023664e-01	1.666541100e+00	3.970554769e-01
3.326154844e+08	4.199062025e+06	9.621714478e+13	1.700889546e+03	7.051677818e-01	1.666549921e+00	3.970562816e-01
3.319294257e+08	4.209245122e+06	9.744714355e+13	1.718500777e+03	7.023469767e-01	1.666558981e+00	3.970570266e-01
3.312438490e+08	4.219453292e+06	9.869298706e+13	1.736297314e+03	6.995408135e-01	1.666568279e+00	3.970576823e-01
3.305587538e+08	4.229686720e+06	9.995490112e+13	1.754280082e+03	6.967498064e-01	1.666577101e+00	3.970583975e-01
3.298741397e+08	4.239945599e+06	1.012329834e+14	1.772450556e+03	6.939746184e-01	1.666586518e+00	3.970589936e-01
3.291900058e+08	4.250230133e+06	1.025275635e+14	1.790811589e+03	6.912151268e-01	1.666595459e+00	3.970595896e-01
